simulação,mês,faturamento mensal
9072,Mês 11,91619.11
9073,Mês 11,82304.53
9074,Mês 11,75625.12
9075,Mês 11,74340.99
9076,Mês 11,78581.46
9077,Mês 11,91390.20
9078,Mês 11,76437.32
9079,Mês 11,77788.06
9080,Mês 11,78173.63
9081,Mês 11,92083.09
9082,Mês 11,66788.48
9083,Mês 11,66150.64
9084,Mês 11,84590.25
9085,Mês 11,80069.87
9086,Mês 11,90061.92
9087,Mês 11,85082.96
9088,Mês 11,64722.62
9089,Mês 11,72359.57
9090,Mês 11,75046.23
9091,Mês 11,86425.46
9092,Mês 11,93212.96
9093,Mês 11,87361.43
9094,Mês 11,68999.33
9095,Mês 11,68639.06
9096,Mês 11,89316.61
9097,Mês 11,78332.56
9098,Mês 11,75640.85
9099,Mês 11,89645.98
9100,Mês 11,93618.53
9101,Mês 11,78838.56
9102,Mês 11,52983.04
9103,Mês 11,76931.16
9104,Mês 11,65239.44
9105,Mês 11,76999.38
9106,Mês 11,61544.50
9107,Mês 11,91673.99
9108,Mês 11,83165.85
9109,Mês 11,58766.52
9110,Mês 11,72448.89
9111,Mês 11,95124.80
9112,Mês 11,90090.91
9113,Mês 11,85797.64
9114,Mês 11,65863.08
9115,Mês 11,82686.93
9116,Mês 11,77164.48
9117,Mês 11,65892.36
9118,Mês 11,88060.05
9119,Mês 11,66838.37
9120,Mês 11,69729.93
9121,Mês 11,86846.39
9122,Mês 11,62729.13
9123,Mês 11,68992.64
9124,Mês 11,70145.28
9125,Mês 11,77484.78
9126,Mês 11,69401.99
9127,Mês 11,82055.34
9128,Mês 11,81923.38
9129,Mês 11,76836.72
9130,Mês 11,80768.70
9131,Mês 11,75272.26
9132,Mês 11,70247.78
9133,Mês 11,69726.77
9134,Mês 11,84683.13
9135,Mês 11,69639.91
9136,Mês 11,89622.06
9137,Mês 11,74659.19
9138,Mês 11,71288.01
9139,Mês 11,72996.79
9140,Mês 11,93262.93
9141,Mês 11,81942.39
9142,Mês 11,75954.18
9143,Mês 11,86855.48
9144,Mês 11,73442.98
9145,Mês 11,78394.19
9146,Mês 11,73206.06
9147,Mês 11,70749.33
9148,Mês 11,85119.05
9149,Mês 11,86309.19
9150,Mês 11,82993.76
9151,Mês 11,80031.46
9152,Mês 11,62899.54
9153,Mês 11,91348.91
9154,Mês 11,78390.14
9155,Mês 11,75831.22
9156,Mês 11,82354.13
9157,Mês 11,93605.26
9158,Mês 11,80126.74
9159,Mês 11,74910.68
9160,Mês 11,82645.80
9161,Mês 11,91870.90
9162,Mês 11,98786.33
9163,Mês 11,90066.24
9164,Mês 11,97989.66
9165,Mês 11,73988.29
9166,Mês 11,75407.35
9167,Mês 11,75534.87
9168,Mês 11,75852.11
9169,Mês 11,88912.52
9170,Mês 11,85007.87
9171,Mês 11,88856.98
9172,Mês 11,74384.56
9173,Mês 11,90012.78
9174,Mês 11,96872.46
9175,Mês 11,88892.76
9176,Mês 11,81252.35
9177,Mês 11,78537.69
9178,Mês 11,71647.06
9179,Mês 11,80549.25
9180,Mês 11,89509.01
9181,Mês 11,73894.82
9182,Mês 11,83237.39
9183,Mês 11,96143.85
9184,Mês 11,66311.62
9185,Mês 11,78148.95
9186,Mês 11,79352.46
9187,Mês 11,66278.67
9188,Mês 11,61706.85
9189,Mês 11,83603.69
9190,Mês 11,76740.23
9191,Mês 11,67521.00
9192,Mês 11,94329.17
9193,Mês 11,73035.73
9194,Mês 11,62413.45
9195,Mês 11,69121.16
9196,Mês 11,82442.31
9197,Mês 11,64328.22
9198,Mês 11,76636.33
9199,Mês 11,87321.79
9200,Mês 11,91903.76
9201,Mês 11,72470.04
9202,Mês 11,98882.13
9203,Mês 11,78025.43
9204,Mês 11,85078.88
9205,Mês 11,83961.56
9206,Mês 11,77656.97
9207,Mês 11,84715.80
9208,Mês 11,72892.08
9209,Mês 11,89880.78
9210,Mês 11,84464.36
9211,Mês 11,64202.86
9212,Mês 11,79745.88
9213,Mês 11,86048.16
9214,Mês 11,90835.97
9215,Mês 11,79023.47
9216,Mês 11,64467.87
9217,Mês 11,68470.09
9218,Mês 11,82450.52
9219,Mês 11,88330.55
9220,Mês 11,73790.24
9221,Mês 11,58043.17
9222,Mês 11,78860.07
9223,Mês 11,79061.77
9224,Mês 11,72113.59
9225,Mês 11,78906.17
9226,Mês 11,97569.38
9227,Mês 11,65732.22
9228,Mês 11,84464.74
9229,Mês 11,63491.37
9230,Mês 11,89435.25
9231,Mês 11,78501.10
9232,Mês 11,69701.09
9233,Mês 11,74283.10
9234,Mês 11,64429.82
9235,Mês 11,79791.15
9236,Mês 11,104589.78
9237,Mês 11,71216.39
9238,Mês 11,69055.37
9239,Mês 11,93549.56
9240,Mês 11,81350.20
9241,Mês 11,98828.61
9242,Mês 11,80760.25
9243,Mês 11,107291.51
9244,Mês 11,77552.10
9245,Mês 11,79142.08
9246,Mês 11,78096.72
9247,Mês 11,89071.35
9248,Mês 11,74099.12
9249,Mês 11,67875.15
9250,Mês 11,66146.59
9251,Mês 11,66976.21
9252,Mês 11,70094.85
9253,Mês 11,84586.82
9254,Mês 11,96563.04
9255,Mês 11,75571.16
9256,Mês 11,83775.49
9257,Mês 11,78018.95
9258,Mês 11,78223.44
9259,Mês 11,83288.08
9260,Mês 11,91287.72
9261,Mês 11,83046.99
9262,Mês 11,93701.41
9263,Mês 11,96014.97
9264,Mês 11,108566.04
9265,Mês 11,67930.88
9266,Mês 11,79030.71
9267,Mês 11,78117.12
9268,Mês 11,64075.54
9269,Mês 11,84567.15
9270,Mês 11,80477.56
9271,Mês 11,60803.33
9272,Mês 11,49736.58
9273,Mês 11,84987.82
9274,Mês 11,77318.98
9275,Mês 11,88406.93
9276,Mês 11,91808.26
9277,Mês 11,63474.64
9278,Mês 11,75407.25
9279,Mês 11,81000.25
9280,Mês 11,68247.26
9281,Mês 11,78532.83
9282,Mês 11,78109.02
9283,Mês 11,77823.04
9284,Mês 11,79786.38
9285,Mês 11,73499.94
9286,Mês 11,83033.57
9287,Mês 11,98783.95
9288,Mês 11,84040.74
9289,Mês 11,62379.60
9290,Mês 11,64809.78
9291,Mês 11,73589.81
9292,Mês 11,78884.21
9293,Mês 11,75215.53
9294,Mês 11,91879.72
9295,Mês 11,97698.11
9296,Mês 11,81323.35
9297,Mês 11,66364.41
9298,Mês 11,67889.33
9299,Mês 11,99306.45
9300,Mês 11,76187.73
9301,Mês 11,87254.65
9302,Mês 11,87959.67
9303,Mês 11,77260.63
9304,Mês 11,60511.22
9305,Mês 11,62227.37
9306,Mês 11,84491.51
9307,Mês 11,79956.76
9308,Mês 11,68750.44
9309,Mês 11,86245.23
9310,Mês 11,86074.02
9311,Mês 11,80733.81
9312,Mês 11,98882.20
9313,Mês 11,78638.08
9314,Mês 11,88897.99
9315,Mês 11,78639.34
9316,Mês 11,75634.56
9317,Mês 11,81883.69
9318,Mês 11,75013.76
9319,Mês 11,92334.86
9320,Mês 11,81398.18
9321,Mês 11,68344.19
9322,Mês 11,65619.90
9323,Mês 11,92003.34
9324,Mês 11,84127.37
9325,Mês 11,88585.44
9326,Mês 11,73151.20
9327,Mês 11,59608.79
9328,Mês 11,83200.39
9329,Mês 11,80286.12
9330,Mês 11,102611.97
9331,Mês 11,75870.26
9332,Mês 11,112609.06
9333,Mês 11,76855.82
9334,Mês 11,80920.15
9335,Mês 11,76879.95
9336,Mês 11,85920.47
9337,Mês 11,73157.54
9338,Mês 11,96613.68
9339,Mês 11,62190.29
9340,Mês 11,83514.42
9341,Mês 11,85550.73
9342,Mês 11,84831.94
9343,Mês 11,97231.83
9344,Mês 11,75530.80
9345,Mês 11,79770.01
9346,Mês 11,72572.70
9347,Mês 11,75054.72
9348,Mês 11,83103.96
9349,Mês 11,81238.68
9350,Mês 11,75756.60
9351,Mês 11,79429.94
9352,Mês 11,79854.46
9353,Mês 11,87022.97
9354,Mês 11,67393.82
9355,Mês 11,75058.91
9356,Mês 11,93788.59
9357,Mês 11,85480.25
9358,Mês 11,69742.89
9359,Mês 11,73193.03
9360,Mês 11,85045.32
9361,Mês 11,63379.28
9362,Mês 11,83524.68
9363,Mês 11,69063.79
9364,Mês 11,92144.47
9365,Mês 11,72017.32
9366,Mês 11,78325.62
9367,Mês 11,79640.94
9368,Mês 11,68654.83
9369,Mês 11,77228.19
9370,Mês 11,83741.66
9371,Mês 11,82108.03
9372,Mês 11,89133.33
9373,Mês 11,93615.51
9374,Mês 11,66589.32
9375,Mês 11,75258.96
9376,Mês 11,100738.00
9377,Mês 11,68278.44
9378,Mês 11,86241.03
9379,Mês 11,69003.37
9380,Mês 11,81140.30
9381,Mês 11,75746.85
9382,Mês 11,84983.98
9383,Mês 11,84225.54
9384,Mês 11,64591.20
9385,Mês 11,79471.78
9386,Mês 11,89416.57
9387,Mês 11,76917.17
9388,Mês 11,84027.60
9389,Mês 11,83057.55
9390,Mês 11,75677.23
9391,Mês 11,84381.28
9392,Mês 11,82076.15
9393,Mês 11,81253.21
9394,Mês 11,61771.69
9395,Mês 11,77487.76
9396,Mês 11,90369.74
9397,Mês 11,81242.52
9398,Mês 11,85391.27
9399,Mês 11,71435.38
9400,Mês 11,76886.37
9401,Mês 11,82437.14
9402,Mês 11,95131.39
9403,Mês 11,80114.06
9404,Mês 11,85869.65
9405,Mês 11,80344.18
9406,Mês 11,98694.68
9407,Mês 11,86903.95
9408,Mês 11,63769.13
9409,Mês 11,82463.25
9410,Mês 11,81642.60
9411,Mês 11,81355.42
9412,Mês 11,82324.80
9413,Mês 11,79487.38
9414,Mês 11,74732.01
9415,Mês 11,100441.40
9416,Mês 11,61987.79
9417,Mês 11,86175.58
9418,Mês 11,87660.61
9419,Mês 11,97139.74
9420,Mês 11,77039.07
9421,Mês 11,75687.24
9422,Mês 11,81381.57
9423,Mês 11,59708.91
9424,Mês 11,86251.51
9425,Mês 11,96429.88
9426,Mês 11,77415.30
9427,Mês 11,85310.35
9428,Mês 11,70267.03
9429,Mês 11,71214.78
9430,Mês 11,84938.60
9431,Mês 11,85684.17
9432,Mês 11,90921.36
9433,Mês 11,76101.58
9434,Mês 11,90972.17
9435,Mês 11,68584.25
9436,Mês 11,102386.12
9437,Mês 11,85205.41
9438,Mês 11,79336.06
9439,Mês 11,86743.02
9440,Mês 11,83158.82
9441,Mês 11,80923.31
9442,Mês 11,72577.97
9443,Mês 11,81909.09
9444,Mês 11,73521.91
9445,Mês 11,75274.80
9446,Mês 11,56644.32
9447,Mês 11,79950.71
9448,Mês 11,99121.58
9449,Mês 11,69792.55
9450,Mês 11,85562.70
9451,Mês 11,100387.30
9452,Mês 11,83759.57
9453,Mês 11,65918.46
9454,Mês 11,81401.42
9455,Mês 11,78310.87
9456,Mês 11,81154.93
9457,Mês 11,83609.34
9458,Mês 11,80130.61
9459,Mês 11,82497.41
9460,Mês 11,89459.15
9461,Mês 11,67372.91
9462,Mês 11,76557.42
9463,Mês 11,90814.26
9464,Mês 11,60362.69
9465,Mês 11,63754.65
9466,Mês 11,85015.78
9467,Mês 11,88898.17
9468,Mês 11,71631.12
9469,Mês 11,74972.24
9470,Mês 11,74888.80
9471,Mês 11,68772.99
9472,Mês 11,77960.51
9473,Mês 11,82004.80
9474,Mês 11,91746.01
9475,Mês 11,77232.39
9476,Mês 11,97013.84
9477,Mês 11,92471.98
9478,Mês 11,81433.17
9479,Mês 11,87266.85
9480,Mês 11,73451.51
9481,Mês 11,78192.36
9482,Mês 11,82953.20
9483,Mês 11,105418.25
9484,Mês 11,79347.90
9485,Mês 11,79360.81
9486,Mês 11,78114.74
9487,Mês 11,84380.13
9488,Mês 11,61438.96
9489,Mês 11,79543.53
9490,Mês 11,84897.23
9491,Mês 11,89294.11
9492,Mês 11,68974.48
9493,Mês 11,88995.78
9494,Mês 11,92449.69
9495,Mês 11,76223.99
9496,Mês 11,90837.83
9497,Mês 11,69740.06
9498,Mês 11,89923.45
9499,Mês 11,90038.43
9500,Mês 11,67286.41
9501,Mês 11,99024.46
9502,Mês 11,72469.38
9503,Mês 11,70768.73
9504,Mês 11,89055.60
9505,Mês 11,79564.17
9506,Mês 11,75179.12
9507,Mês 11,70264.25
9508,Mês 11,89682.31
9509,Mês 11,54456.94
9510,Mês 11,77148.46
9511,Mês 11,94461.79
9512,Mês 11,75871.61
9513,Mês 11,85841.69
9514,Mês 11,84738.28
9515,Mês 11,73900.59
9516,Mês 11,75246.56
9517,Mês 11,78527.40
9518,Mês 11,75917.51
9519,Mês 11,59482.01
9520,Mês 11,75160.72
9521,Mês 11,78114.58
9522,Mês 11,70426.54
9523,Mês 11,78595.55
9524,Mês 11,89946.91
9525,Mês 11,92035.54
9526,Mês 11,90521.20
9527,Mês 11,84233.09
9528,Mês 11,95646.23
9529,Mês 11,79705.54
9530,Mês 11,93335.02
9531,Mês 11,64233.76
9532,Mês 11,98125.79
9533,Mês 11,70707.70
9534,Mês 11,74011.13
9535,Mês 11,71208.40
9536,Mês 11,89434.11
9537,Mês 11,74071.63
9538,Mês 11,68666.30
9539,Mês 11,94801.36
9540,Mês 11,82660.30
9541,Mês 11,52401.23
9542,Mês 11,92137.57
9543,Mês 11,84255.10
9544,Mês 11,67192.29
9545,Mês 11,84178.14
9546,Mês 11,81121.12
9547,Mês 11,71649.00
9548,Mês 11,77707.10
9549,Mês 11,103641.65
9550,Mês 11,87810.04
9551,Mês 11,81394.26
9552,Mês 11,63841.60
9553,Mês 11,84783.79
9554,Mês 11,68119.65
9555,Mês 11,77719.32
9556,Mês 11,86460.24
9557,Mês 11,82924.00
9558,Mês 11,82412.09
9559,Mês 11,82712.75
9560,Mês 11,64292.67
9561,Mês 11,74075.40
9562,Mês 11,80158.51
9563,Mês 11,94954.89
9564,Mês 11,79494.65
9565,Mês 11,84134.21
9566,Mês 11,82649.85
9567,Mês 11,69384.22
9568,Mês 11,81736.37
9569,Mês 11,76728.63
9570,Mês 11,86970.30
9571,Mês 11,61107.72
9572,Mês 11,73316.66
9573,Mês 11,79016.09
9574,Mês 11,86440.02
9575,Mês 11,77613.42
9576,Mês 11,67280.33
9577,Mês 11,82097.42
9578,Mês 11,72092.41
9579,Mês 11,98441.46
9580,Mês 11,88131.49
9581,Mês 11,80134.68
9582,Mês 11,74602.73
9583,Mês 11,91038.44
9584,Mês 11,67587.03
9585,Mês 11,77490.25
9586,Mês 11,67474.37
9587,Mês 11,74969.32
9588,Mês 11,81146.28
9589,Mês 11,90551.16
9590,Mês 11,76235.72
9591,Mês 11,76157.48
9592,Mês 11,88067.59
9593,Mês 11,89372.61
9594,Mês 11,81176.95
9595,Mês 11,82843.33
9596,Mês 11,94002.31
9597,Mês 11,85475.43
9598,Mês 11,82052.94
9599,Mês 11,94948.39
9600,Mês 11,70090.71
9601,Mês 11,78801.50
9602,Mês 11,75891.33
9603,Mês 11,90807.46
9604,Mês 11,78133.62
9605,Mês 11,87902.21
9606,Mês 11,69818.07
9607,Mês 11,89223.85
9608,Mês 11,69096.79
9609,Mês 11,81129.36
9610,Mês 11,117662.34
9611,Mês 11,77151.71
9612,Mês 11,85787.77
9613,Mês 11,94945.34
9614,Mês 11,83307.45
9615,Mês 11,85408.86
9616,Mês 11,85347.99
9617,Mês 11,93297.18
9618,Mês 11,106492.38
9619,Mês 11,87809.76
9620,Mês 11,80003.83
9621,Mês 11,90439.11
9622,Mês 11,86142.84
9623,Mês 11,81544.45
9624,Mês 11,89009.51
9625,Mês 11,62964.07
9626,Mês 11,57629.30
9627,Mês 11,77285.93
9628,Mês 11,87317.30
9629,Mês 11,78055.91
9630,Mês 11,88302.54
9631,Mês 11,96548.40
9632,Mês 11,84315.49
9633,Mês 11,80475.92
9634,Mês 11,79006.28
9635,Mês 11,92803.88
9636,Mês 11,81249.08
9637,Mês 11,83043.56
9638,Mês 11,83191.86
9639,Mês 11,93249.18
9640,Mês 11,74709.72
9641,Mês 11,70777.90
9642,Mês 11,87419.04
9643,Mês 11,105476.11
9644,Mês 11,86746.36
9645,Mês 11,70746.25
9646,Mês 11,86234.53
9647,Mês 11,69000.37
9648,Mês 11,96347.68
9649,Mês 11,75831.65
9650,Mês 11,85945.84
9651,Mês 11,69413.41
9652,Mês 11,72236.10
9653,Mês 11,84543.62
9654,Mês 11,82353.38
9655,Mês 11,73169.83
9656,Mês 11,73156.25
9657,Mês 11,81811.88
9658,Mês 11,96406.61
9659,Mês 11,94243.93
9660,Mês 11,105370.36
9661,Mês 11,80196.75
9662,Mês 11,76380.52
9663,Mês 11,83081.23
9664,Mês 11,85883.83
9665,Mês 11,63623.84
9666,Mês 11,80347.68
9667,Mês 11,94014.45
9668,Mês 11,80298.36
9669,Mês 11,77426.72
9670,Mês 11,77566.29
9671,Mês 11,104393.76
9672,Mês 11,83329.58
9673,Mês 11,60706.37
9674,Mês 11,87958.90
9675,Mês 11,82819.09
9676,Mês 11,88797.32
9677,Mês 11,88232.26
9678,Mês 11,86369.57
9679,Mês 11,85137.67
9680,Mês 11,88588.51
9681,Mês 11,101761.75
9682,Mês 11,79907.98
9683,Mês 11,74380.68
9684,Mês 11,72121.91
9685,Mês 11,81969.81
9686,Mês 11,94636.18
9687,Mês 11,94560.34
9688,Mês 11,84360.80
9689,Mês 11,77148.90
9690,Mês 11,85600.21
9691,Mês 11,74886.35
9692,Mês 11,78336.89
9693,Mês 11,88029.87
9694,Mês 11,84383.96
9695,Mês 11,93140.37
9696,Mês 11,66167.13
9697,Mês 11,91298.84
9698,Mês 11,103027.33
9699,Mês 11,91639.18
9700,Mês 11,72232.17
9701,Mês 11,82800.98
9702,Mês 11,67996.29
9703,Mês 11,81877.67
9704,Mês 11,79256.73
9705,Mês 11,78026.68
9706,Mês 11,68789.60
9707,Mês 11,76767.19
9708,Mês 11,62081.46
9709,Mês 11,78449.29
9710,Mês 11,73618.25
9711,Mês 11,74383.09
9712,Mês 11,88370.24
9713,Mês 11,78075.03
9714,Mês 11,67780.84
9715,Mês 11,69657.59
9716,Mês 11,78979.25
9717,Mês 11,92284.53
9718,Mês 11,82805.36
9719,Mês 11,71734.48
9720,Mês 11,85075.86
9721,Mês 11,60224.40
9722,Mês 11,91018.92
9723,Mês 11,73009.14
9724,Mês 11,86908.51
9725,Mês 11,56814.27
9726,Mês 11,89423.87
9727,Mês 11,83785.08
9728,Mês 11,65295.28
9729,Mês 11,67291.24
9730,Mês 11,76672.44
9731,Mês 11,93263.37
9732,Mês 11,53606.80
9733,Mês 11,86298.36
9734,Mês 11,62983.10
9735,Mês 11,72274.42
9736,Mês 11,86467.07
9737,Mês 11,89976.77
9738,Mês 11,81317.85
9739,Mês 11,82370.21
9740,Mês 11,78426.19
9741,Mês 11,78333.99
9742,Mês 11,76268.67
9743,Mês 11,88653.48
9744,Mês 11,74275.48
9745,Mês 11,87346.31
9746,Mês 11,93758.98
9747,Mês 11,68346.62
9748,Mês 11,82097.41
9749,Mês 11,80547.52
9750,Mês 11,69955.10
9751,Mês 11,68415.98
9752,Mês 11,88621.79
9753,Mês 11,78239.38
9754,Mês 11,83276.47
9755,Mês 11,82506.31
9756,Mês 11,70859.77
9757,Mês 11,99739.86
9758,Mês 11,87260.32
9759,Mês 11,79866.47
9760,Mês 11,75879.76
9761,Mês 11,82603.15
9762,Mês 11,70045.44
9763,Mês 11,89579.49
9764,Mês 11,79576.06
9765,Mês 11,92004.90
9766,Mês 11,76304.58
9767,Mês 11,76901.55
9768,Mês 11,70548.39
9769,Mês 11,97842.03
9770,Mês 11,83191.75
9771,Mês 11,67702.56
9772,Mês 11,80922.48
9773,Mês 11,85037.90
9774,Mês 11,60626.83
9775,Mês 11,90822.60
9776,Mês 11,78859.91
9777,Mês 11,74537.47
9778,Mês 11,89460.53
9779,Mês 11,92894.15
9780,Mês 11,83955.67
9781,Mês 11,67214.09
9782,Mês 11,68869.44
9783,Mês 11,87530.41
9784,Mês 11,70944.02
9785,Mês 11,92423.56
9786,Mês 11,82009.10
9787,Mês 11,77963.27
9788,Mês 11,96582.46
9789,Mês 11,80480.75
9790,Mês 11,95754.34
9791,Mês 11,104214.74
9792,Mês 11,75500.39
9793,Mês 11,81665.77
9794,Mês 11,63829.19
9795,Mês 11,81625.72
9796,Mês 11,88692.57
9797,Mês 11,81538.60
9798,Mês 11,81712.76
9799,Mês 11,79626.72
9800,Mês 11,78189.40
9801,Mês 11,73051.51
9802,Mês 11,86805.09
9803,Mês 11,77663.86
9804,Mês 11,91068.18
9805,Mês 11,83676.85
9806,Mês 11,73942.63
9807,Mês 11,70814.87
9808,Mês 11,81004.47
9809,Mês 11,84387.95
9810,Mês 11,70098.02
9811,Mês 11,75946.91
9812,Mês 11,63679.82
9813,Mês 11,71661.95
9814,Mês 11,83105.35
9815,Mês 11,84904.97
9816,Mês 11,75792.46
9817,Mês 11,67027.38
9818,Mês 11,89645.08
9819,Mês 11,75414.05
9820,Mês 11,89248.31
9821,Mês 11,82379.51
9822,Mês 11,100764.52
9823,Mês 11,79524.13
9824,Mês 11,86519.04
9825,Mês 11,76506.00
9826,Mês 11,81496.00
9827,Mês 11,60940.34
9828,Mês 11,59422.61
9829,Mês 11,62663.24
9830,Mês 11,81404.70
9831,Mês 11,65658.97
9832,Mês 11,105759.07
9833,Mês 11,75475.61
9834,Mês 11,86759.80
9835,Mês 11,83905.20
9836,Mês 11,85966.84
9837,Mês 11,86238.91
9838,Mês 11,87035.64
9839,Mês 11,79528.99
9840,Mês 11,97757.33
9841,Mês 11,99044.82
9842,Mês 11,88882.19
9843,Mês 11,76780.30
9844,Mês 11,76960.35
9845,Mês 11,61173.41
9846,Mês 11,88674.24
9847,Mês 11,84997.40
9848,Mês 11,68204.29
9849,Mês 11,86286.48
9850,Mês 11,74715.42
9851,Mês 11,69653.68
9852,Mês 11,90606.96
9853,Mês 11,81092.38
9854,Mês 11,97806.65
9855,Mês 11,69632.81
9856,Mês 11,88144.39
9857,Mês 11,85161.12
9858,Mês 11,74154.11
9859,Mês 11,85746.24
9860,Mês 11,82379.94
9861,Mês 11,72178.29
9862,Mês 11,72664.86
9863,Mês 11,81821.81
9864,Mês 11,66276.05
9865,Mês 11,83152.59
9866,Mês 11,80134.13
9867,Mês 11,55925.89
9868,Mês 11,94196.68
9869,Mês 11,91765.31
9870,Mês 11,80931.28
9871,Mês 11,86183.30
9872,Mês 11,66283.00
9873,Mês 11,82678.43
9874,Mês 11,79369.74
9875,Mês 11,83570.54
9876,Mês 11,83042.25
9877,Mês 11,67002.03
9878,Mês 11,74502.38
9879,Mês 11,95254.69
9880,Mês 11,68192.93
9881,Mês 11,73399.93
9882,Mês 11,83241.86
9883,Mês 11,69675.19
9884,Mês 11,88073.85
9885,Mês 11,75176.52
9886,Mês 11,68385.57
9887,Mês 11,70330.37
9888,Mês 11,84688.25
9889,Mês 11,75869.08
9890,Mês 11,70116.90
9891,Mês 11,83872.03
9892,Mês 11,74841.33
9893,Mês 11,76921.75
9894,Mês 11,60324.10
9895,Mês 11,84144.86
9896,Mês 11,104102.12
9897,Mês 11,93731.60
9898,Mês 11,82472.67
9899,Mês 11,86412.18
9900,Mês 11,69037.40
9901,Mês 11,81511.33
9902,Mês 11,71651.28
9903,Mês 11,90554.31
9904,Mês 11,89956.54
9905,Mês 11,66079.08
9906,Mês 11,83747.05
9907,Mês 11,83573.33
9908,Mês 11,78449.18
9909,Mês 11,85070.12
9910,Mês 11,66509.56
9911,Mês 11,88963.50
9912,Mês 11,84374.98
9913,Mês 11,99968.27
9914,Mês 11,76436.65
9915,Mês 11,87246.32
9916,Mês 11,72140.73
9917,Mês 11,75490.80
9918,Mês 11,90675.10
9919,Mês 11,92332.98
9920,Mês 11,80188.49
9921,Mês 11,84823.38
9922,Mês 11,74182.53
9923,Mês 11,73405.03
9924,Mês 11,85924.92
9925,Mês 11,83944.97
9926,Mês 11,78753.79
9927,Mês 11,76773.60
9928,Mês 11,73028.18
9929,Mês 11,100915.48
9930,Mês 11,97632.80
9931,Mês 11,83283.14
9932,Mês 11,72020.65
9933,Mês 11,69105.33
9934,Mês 11,73848.14
9935,Mês 11,64093.08
9936,Mês 11,82243.18
9937,Mês 11,77651.67
9938,Mês 11,67979.74
9939,Mês 11,88224.73
9940,Mês 11,98681.17
9941,Mês 11,79602.91
9942,Mês 11,91808.71
9943,Mês 11,68460.11
9944,Mês 11,72248.14
9945,Mês 11,87011.90
9946,Mês 11,65981.12
9947,Mês 11,88529.95
9948,Mês 11,72642.73
9949,Mês 11,87545.51
9950,Mês 11,86811.48
9951,Mês 11,74102.10
9952,Mês 11,83966.78
9953,Mês 11,67067.16
9954,Mês 11,95794.46
9955,Mês 11,84881.49
9956,Mês 11,91132.21
9957,Mês 11,62508.96
9958,Mês 11,85791.08
9959,Mês 11,86050.08
9960,Mês 11,75422.09
9961,Mês 11,83275.09
9962,Mês 11,88686.35
9963,Mês 11,66250.09
9964,Mês 11,86905.30
9965,Mês 11,78709.06
9966,Mês 11,72481.94
9967,Mês 11,63658.51
9968,Mês 11,80373.78
9969,Mês 11,80882.59
9970,Mês 11,63226.15
9971,Mês 11,81043.30
9972,Mês 11,58125.95
9973,Mês 11,79807.69
9974,Mês 11,93262.63
9975,Mês 11,82103.13
9976,Mês 11,86059.13
9977,Mês 11,76738.39
9978,Mês 11,85186.10
9979,Mês 11,71799.96
9980,Mês 11,77234.39
9981,Mês 11,66683.44
9982,Mês 11,82075.37
9983,Mês 11,94491.61
9984,Mês 11,96094.78
9985,Mês 11,90062.93
9986,Mês 11,79490.86
9987,Mês 11,78172.82
9988,Mês 11,86287.44
9989,Mês 11,79002.57
9990,Mês 11,81554.31
9991,Mês 11,113835.26
9992,Mês 11,90973.16
9993,Mês 11,75535.83
9994,Mês 11,60770.06
9995,Mês 11,80661.21
9996,Mês 11,84979.56
9997,Mês 11,68264.56
9998,Mês 11,79697.70
9999,Mês 11,86968.72
10000,Mês 11,73987.68
1,Mês 12,75342.70
2,Mês 12,65752.52
3,Mês 12,67791.56
4,Mês 12,90571.22
5,Mês 12,89755.45
6,Mês 12,95380.37
7,Mês 12,74817.30
8,Mês 12,65364.85
9,Mês 12,81745.78
10,Mês 12,87519.33
11,Mês 12,80685.63
12,Mês 12,81846.34
13,Mês 12,72856.49
14,Mês 12,98967.93
15,Mês 12,107201.69
16,Mês 12,88563.99
17,Mês 12,90538.02
18,Mês 12,87589.69
19,Mês 12,69222.55
20,Mês 12,88524.33
21,Mês 12,89178.62
22,Mês 12,69756.12
23,Mês 12,84621.03
24,Mês 12,85883.17
25,Mês 12,86296.29
26,Mês 12,90987.77
27,Mês 12,100923.87
28,Mês 12,78529.43
29,Mês 12,65925.36
30,Mês 12,71727.69
31,Mês 12,84979.98
32,Mês 12,74742.45
33,Mês 12,75308.24
34,Mês 12,78576.21
35,Mês 12,80675.18
36,Mês 12,59607.68
37,Mês 12,79108.80
38,Mês 12,72071.27
39,Mês 12,87575.08
40,Mês 12,91195.75
41,Mês 12,94799.44
42,Mês 12,85629.69
43,Mês 12,87553.91
44,Mês 12,80480.85
45,Mês 12,74231.08
46,Mês 12,78443.23
47,Mês 12,76739.76
48,Mês 12,57888.65
49,Mês 12,71501.56
50,Mês 12,83773.00
51,Mês 12,79444.15
52,Mês 12,93454.20
53,Mês 12,63451.43
54,Mês 12,79457.05
55,Mês 12,78556.40
56,Mês 12,59266.10
57,Mês 12,84893.75
58,Mês 12,76904.54
59,Mês 12,97547.94
60,Mês 12,79430.54
61,Mês 12,70216.27
62,Mês 12,80260.91
63,Mês 12,106323.82
64,Mês 12,97708.01
65,Mês 12,86206.72
66,Mês 12,82076.88
67,Mês 12,75377.25
68,Mês 12,65144.40
69,Mês 12,74771.40
70,Mês 12,77860.11
71,Mês 12,74445.23
72,Mês 12,97958.78
73,Mês 12,97945.58
74,Mês 12,76407.08
75,Mês 12,71830.64
